variable,x,y
bio9,-63.39804306030273,0.0
bio9,-63.17889505615234,0.0
bio9,-62.95974705200195,0.0
bio9,-62.74059904785156,0.0
bio9,-62.52145104370117,0.0
bio9,-62.30230303955078,0.0
bio9,-62.08315503540039,1.1102230246251565E-16
bio9,-61.86400703125,1.1102230246251565E-16
bio9,-61.644859027099606,1.1102230246251565E-16
bio9,-61.425711022949216,1.1102230246251565E-16
bio9,-61.206563018798825,2.220446049250313E-16
bio9,-60.987415014648434,2.220446049250313E-16
bio9,-60.76826701049804,3.3306690738754696E-16
bio9,-60.54911900634765,3.3306690738754696E-16
bio9,-60.32997100219726,4.440892098500626E-16
bio9,-60.11082299804687,6.661338147750939E-16
bio9,-59.89167499389648,7.771561172376096E-16
bio9,-59.67252698974609,9.992007221626409E-16
bio9,-59.453378985595705,1.3322676295501878E-15
bio9,-59.234230981445315,1.6653345369377348E-15
bio9,-59.015082977294924,2.1094237467877974E-15
bio9,-58.79593497314453,2.6645352591003757E-15
bio9,-58.57678696899414,3.3306690738754696E-15
bio9,-58.35763896484375,4.218847493575595E-15
bio9,-58.13849096069336,5.329070518200751E-15
bio9,-57.91934295654297,6.772360450213455E-15
bio9,-57.70019495239258,8.548717289613705E-15
bio9,-57.48104694824219,1.0769163338864018E-14
bio9,-57.2618989440918,1.354472090042691E-14
bio9,-57.042750939941406,1.709743457922741E-14
bio9,-56.823602935791016,2.1538326677728037E-14
bio9,-56.604454931640625,2.7200464103316335E-14
bio9,-56.385306927490234,3.419486915845482E-14
bio9,-56.16615892333984,4.296563105299356E-14
bio9,-55.94701091918945,5.395683899678261E-14
bio9,-55.72786291503906,6.772360450213455E-14
bio9,-55.50871491088867,8.482103908136196E-14
bio9,-55.28956690673828,1.0635936575909E-13
bio9,-55.07041890258789,1.3311574065255627E-13
bio9,-54.8512708984375,1.6642243139131097E-13
bio9,-54.63212289428711,2.0794477251229182E-13
bio9,-54.41297489013672,2.595701431573616E-13
bio9,-54.193826885986326,3.2385205628315816E-13
bio9,-53.974678881835935,4.036770917537069E-13
bio9,-53.755530877685544,5.028200078527334E-13
bio9,-53.53638287353515,6.257216966787382E-13
bio9,-53.31723486938476,7.779332733548472E-13
bio9,-53.09808686523438,9.665601652386613E-13
bio9,-52.87893886108398,1.1998180227124067E-12
bio9,-52.6597908569336,1.4881429422075598E-12
bio9,-52.4406428527832,1.8441914662048475E-12
bio9,-52.22149484863281,2.2836177393514845E-12
bio9,-52.00234684448242,2.825406575368561E-12
bio9,-51.783198840332034,3.4927616354707425E-12
bio9,-51.564050836181636,4.314215651390896E-12
bio9,-51.34490283203125,5.324518603799788E-12
bio9,-51.125754827880854,6.565969989935638E-12
bio9,-50.90660682373047,8.090306202745978E-12
bio9,-50.68745881958008,9.960143820819667E-12
bio9,-50.46831081542969,1.2251977210553378E-11
bio9,-50.2491628112793,1.5058843061410698E-11
bio9,-50.03001480712891,1.8493429010391083E-11
bio9,-49.810866802978516,2.269251453412835E-11
bio9,-49.591718798828126,2.782207797480396E-11
bio9,-49.372570794677735,3.408306969987507E-11
bio9,-49.153422790527344,4.171851752943212E-11
bio9,-48.93427478637695,5.102218647579093E-11
bio9,-48.71512678222656,6.234934790683155E-11
bio9,-48.49597877807617,7.612799279854698E-11
bio9,-48.27683077392578,9.287492996890023E-11
bio9,-48.05768276977539,1.1321255044549616E-10
bio9,-47.838534765625,1.3788936659153705E-10
bio9,-47.61938676147461,1.6780632439150622E-10
bio9,-47.40023875732422,2.0404611333901812E-10
bio9,-47.18109075317383,2.479064731275571E-10
bio9,-46.961942749023436,3.009460458613944E-10
bio9,-46.74279474487305,3.650330038240668E-10
bio9,-46.523646740722654,4.424001165403979E-10
bio9,-46.30449873657226,5.357220222990122E-10
bio9,-46.08535073242187,6.481960523885277E-10
bio9,-45.86620272827148,7.836334914301801E-10
bio9,-45.64705472412109,9.465874750702596E-10
bio9,-45.4279067199707,1.1424865498099734E-9
bio9,-45.20875871582031,1.3777839980022577E-9
bio9,-44.989610711669926,1.6601693353379687E-9
bio9,-44.77046270751953,1.998785359447197E-9
bio9,-44.551314703369144,2.4044719548754756E-9
bio9,-44.332166699218746,2.890110373243715E-9
bio9,-44.11301869506836,3.470976395192338E-9
bio9,-43.893870690917964,4.165131350930551E-9
bio9,-43.67472268676758,4.993980784462337E-9
bio9,-43.45557468261718,5.982842665730459E-9
bio9,-43.2364266784668,7.161567339153407E-9
bio9,-43.0172786743164,8.565440801078239E-9
