variable,x,y
bio2,-0.884147834777832,0.443435937166214
bio2,-0.838928286743164,0.4461019039154053
bio2,-0.793708738708496,0.44876086711883545
bio2,-0.7484891906738281,0.4514126479625702
bio2,-0.7032696426391601,0.454056978225708
bio2,-0.6580500946044922,0.4566936194896698
bio2,-0.6128305465698243,0.45932236313819885
bio2,-0.5676109985351563,0.46194300055503845
bio2,-0.5223914505004883,0.4645552933216095
bio2,-0.47717190246582025,0.4671590328216553
bio2,-0.4319523544311523,0.4697539806365967
bio2,-0.3867328063964844,0.472339928150177
bio2,-0.34151325836181645,0.4749166667461395
bio2,-0.29629371032714846,0.4774840176105499
bio2,-0.2510741622924805,0.4800416827201843
bio2,-0.20585461425781248,0.4825895428657532
bio2,-0.1606350662231445,0.48512735962867737
bio2,-0.11541551818847662,0.4876549541950226
bio2,-0.07019597015380852,0.4901720881462097
bio2,-0.02497642211914064,0.49267858266830444
bio2,0.02024312591552735,0.49517425894737244
bio2,0.06546267395019534,0.497658908367157
bio2,0.11068222198486322,0.5001323223114014
bio2,0.1559017700195311,0.5025943517684937
bio2,0.20112131805419908,0.5050448179244995
bio2,0.2463408660888673,0.5074835419654846
bio2,0.29156041412353506,0.5099102854728699
bio2,0.33677996215820305,0.5123249292373657
bio2,0.38199951019287104,0.5147272348403931
bio2,0.42721905822753903,0.5171171426773071
bio2,0.472438606262207,0.5194944143295288
bio2,0.517658154296875,0.5218588709831238
bio2,0.562877702331543,0.5242104530334473
bio2,0.6080972503662108,0.5265488624572754
bio2,0.6533167984008788,0.5288739800453186
bio2,0.698536346435547,0.5311856865882874
bio2,0.743755894470215,0.5334838628768921
bio2,0.7889754425048827,0.5357683300971985
bio2,0.8341949905395507,0.5380389094352722
bio2,0.8794145385742187,0.5402954816818237
bio2,0.9246340866088867,0.5425378680229187
bio2,0.9698536346435547,0.5447660088539124
bio2,1.0150731826782227,0.5469797849655151
bio2,1.0602927307128904,0.549178957939148
bio2,1.1055122787475584,0.551363468170166
bio2,1.1507318267822264,0.5535331964492798
bio2,1.1959513748168942,0.5556880235671997
bio2,1.2411709228515624,0.5578277707099915
bio2,1.2863904708862302,0.5599523782730103
bio2,1.3316100189208984,0.5620617270469666
bio2,1.3768295669555666,0.5641556978225708
bio2,1.4220491149902343,0.5662341713905334
bio2,1.467268663024902,0.5682970285415649
bio2,1.5124882110595699,0.5703442096710205
bio2,1.557707759094238,0.5723755955696106
bio2,1.6029273071289063,0.5743910670280457
bio2,1.648146855163574,0.5763905644416809
bio2,1.6933664031982423,0.5783739686012268
bio2,1.73858595123291,0.5803412199020386
bio2,1.7838054992675778,0.5822921991348267
bio2,1.829025047302246,0.5842268466949463
bio2,1.8742445953369138,0.5861451029777527
bio2,1.919464143371582,0.5880467891693115
bio2,1.9646836914062498,0.5899319648742676
bio2,2.009903239440918,0.5918004512786865
bio2,2.055122787475586,0.5936521887779236
bio2,2.1003423355102537,0.5954871773719788
bio2,2.1455618835449215,0.5973052382469177
bio2,2.1907814315795893,0.5991064310073853
bio2,2.236000979614258,0.600890576839447
bio2,2.2812205276489257,0.6026577353477478
bio2,2.3264400756835935,0.6044077277183533
bio2,2.371659623718262,0.6061406135559082
bio2,2.416879171752929,0.607856273651123
bio2,2.4620987197875976,0.609554648399353
bio2,2.5073182678222654,0.6112356781959534
bio2,2.552537815856933,0.6128993630409241
bio2,2.597757363891602,0.6145456433296204
bio2,2.6429769119262696,0.6161744594573975
bio2,2.6881964599609374,0.6177858114242554
bio2,2.733416007995605,0.6193795800209045
bio2,2.778635556030273,0.6209558248519897
bio2,2.8238551040649416,0.6225144267082214
bio2,2.8690746520996093,0.6240553855895996
bio2,2.914294200134277,0.6255787014961243
bio2,2.959513748168945,0.6270843148231506
bio2,3.0047332962036126,0.6285722255706787
bio2,3.0499528442382813,0.630042314529419
bio2,3.095172392272949,0.6314946413040161
bio2,3.140391940307617,0.6329292058944702
bio2,3.1856114883422846,0.6343458890914917
bio2,3.2308310363769532,0.6357447504997253
bio2,3.27605058441162,0.6371257901191711
bio2,3.3212701324462888,0.6384888887405396
bio2,3.3664896804809565,0.6398341059684753
bio2,3.411709228515625,0.6411614418029785
bio2,3.456928776550292,0.6424707770347595
bio2,3.50214832458496,0.6437622308731079
bio2,3.5473678726196285,0.6450357437133789
bio2,3.5925874206542963,0.6462912559509277
bio2,3.637806968688965,0.6475288271903992
bio2,3.683026516723632,0.6487484574317932
bio2,3.7282460647583004,0.6499500274658203
bio2,3.773465612792968,0.65113365650177
bio2,3.818685160827636,0.6522993445396423
bio2,3.8639047088623046,0.6534469723701477
bio2,3.9091242568969715,0.6545766592025757
bio2,3.95434380493164,0.6556882858276367
bio2,3.999563352966308,0.6567819714546204
bio2,4.044782901000977,0.6578575968742371
bio2,4.090002449035644,0.6589152812957764
bio2,4.135221997070311,0.6599549651145935
bio2,4.18044154510498,0.6609766483306885
bio2,4.225661093139648,0.661980390548706
bio2,4.270880641174316,0.6629660725593567
bio2,4.316100189208984,0.6639338731765747
bio2,4.361319737243652,0.6648836135864258
bio2,4.40653928527832,0.6658154129981995
bio2,4.451758833312987,0.6667292714118958
bio2,4.496978381347656,0.6676251888275146
bio2,4.542197929382324,0.6685031056404114
bio2,4.587417477416992,0.6693631410598755
bio2,4.632637025451659,0.6702052354812622
bio2,4.677856573486328,0.6710293889045715
bio2,4.723076121520996,0.6718356013298035
bio2,4.7682956695556635,0.6726239323616028
bio2,4.813515217590331,0.6733943819999695
bio2,4.858734765624999,0.6741469502449036
bio2,4.903954313659668,0.674881637096405
bio2,4.9491738616943355,0.6755984425544739
bio2,4.994393409729004,0.6762974262237549
bio2,5.039612957763671,0.6769785284996033
bio2,5.084832505798339,0.6776418089866638
bio2,5.130052053833007,0.6782872080802917
bio2,5.175271601867675,0.6789148449897766
bio2,5.220491149902344,0.6795246601104736
bio2,5.265710697937011,0.6801167130470276
bio2,5.310930245971679,0.6806909441947937
bio2,5.356149794006347,0.6812474131584167
bio2,5.401369342041015,0.6817861199378967
bio2,5.446588890075684,0.6823070645332336
bio2,5.4918084381103505,0.6828102469444275
bio2,5.537027986145019,0.683295726776123
bio2,5.582247534179687,0.6837634444236755
bio2,5.6274670822143555,0.6842135190963745
bio2,5.672686630249023,0.6846457719802856
bio2,5.71790617828369,0.685060441493988
bio2,5.763125726318359,0.6854573488235474
bio2,5.808345274353027,0.6858365535736084
bio2,5.853564822387695,0.6861981749534607
bio2,5.898784370422363,0.6865420341491699
bio2,5.94400391845703,0.6868683099746704
bio2,5.989223466491699,0.6871768832206726
bio2,6.034443014526366,0.6874678134918213
bio2,6.079662562561035,0.6877411603927612
bio2,6.124882110595703,0.6879968047142029
bio2,6.1701016586303705,0.6882348656654358
bio2,6.215321206665038,0.68845534324646
bio2,6.260540754699706,0.6886581182479858
bio2,6.305760302734375,0.6888433694839478
bio2,6.3509798507690425,0.6890109777450562
bio2,6.39619939880371,0.689160943031311
bio2,6.441418946838378,0.689293384552002
bio2,6.486638494873047,0.6894081830978394
bio2,6.531858042907714,0.689505398273468
bio2,6.577077590942381,0.6895850896835327
bio2,6.62229713897705,0.6896471381187439
bio2,6.667516687011718,0.6896916031837463
bio2,6.712736235046386,0.68971848487854
bio2,6.757955783081054,0.689727783203125
bio2,6.803175331115722,0.6897194981575012
bio2,6.84839487915039,0.6896936297416687
bio2,6.8936144271850575,0.6896501779556274
bio2,6.938833975219726,0.6895890831947327
bio2,6.984053523254394,0.6895104646682739
bio2,7.029273071289062,0.6894142627716064
bio2,7.074492619323729,0.6893004775047302
bio2,7.119712167358398,0.6891690492630005
bio2,7.164931715393066,0.6890200972557068
bio2,7.210151263427734,0.6888535022735596
bio2,7.255370811462401,0.6886692643165588
bio2,7.300590359497069,0.6884674429893494
bio2,7.345809907531739,0.6882480382919312
bio2,7.3910294555664064,0.6880109906196594
bio2,7.436249003601072,0.687756359577179
bio2,7.481468551635742,0.6874840259552002
bio2,7.52668809967041,0.6871941089630127
bio2,7.5719076477050775,0.6868865489959717
bio2,7.617127195739745,0.6865612864494324
bio2,7.662346743774413,0.6862184405326843
bio2,7.707566291809083,0.685857892036438
bio2,7.752785839843749,0.6854796409606934
bio2,7.798005387878416,0.6850837469100952
bio2,7.843224935913086,0.6846701502799988
bio2,7.888444483947752,0.684238851070404
bio2,7.933664031982421,0.683789849281311
bio2,7.978883580017089,0.6833231449127197
bio2,8.024103128051758,0.6828386783599854
bio2,8.069322676086426,0.6823365092277527
bio2,8.114542224121093,0.681816577911377
bio2,8.159761772155763,0.6812789440155029
bio2,8.204981320190429,0.6807234883308411
bio2,8.250200868225097,0.6801502704620361
bio2,8.295420416259766,0.6795592308044434
bio2,8.340639964294434,0.6789504289627075
bio2,8.385859512329102,0.6783238649368286
bio2,8.43107906036377,0.6776794195175171
bio2,8.476298608398437,0.6770172119140625
bio2,8.521518156433105,0.6763371229171753
bio2,8.566737704467773,0.6756391525268555
bio2,8.611957252502442,0.6749233603477478
bio2,8.65717680053711,0.6741897463798523
bio2,8.702396348571776,0.6734381914138794
bio2,8.747615896606446,0.6726688146591187
bio2,8.792835444641113,0.6718814969062805
bio2,8.838054992675781,0.6710762977600098
bio2,8.883274540710449,0.6702531576156616
bio2,8.928494088745117,0.6694120764732361
bio2,8.973713636779786,0.6685531139373779
bio2,9.018933184814452,0.6676762104034424
bio2,9.064152732849122,0.6667813658714294
bio2,9.10937228088379,0.6658685207366943
bio2,9.154591828918456,0.6649377346038818
bio2,9.199811376953125,0.6639890074729919
bio2,9.245030924987793,0.6630222797393799
bio2,9.290250473022462,0.6620376110076904
bio2,9.335470021057128,0.6610349416732788
bio2,9.380689569091796,0.660014271736145
