variable,x,y
bio9,-63.39804306030273,1.4432899320127035E-15
bio9,-63.28846905822754,1.6153745008295973E-15
bio9,-63.17889505615234,1.787459069646502E-15
bio9,-63.06932105407715,2.009503674571526E-15
bio9,-62.95974705200195,2.231548279496565E-15
bio9,-62.85017304992676,2.5146551507759707E-15
bio9,-62.74059904785156,2.7977620220553944E-15
bio9,-62.63102504577637,3.1363800445660558E-15
bio9,-62.52145104370117,3.47499806707674E-15
bio9,-62.41187704162598,3.89133170131116E-15
bio9,-62.30230303955078,4.307665335545607E-15
bio9,-62.19272903747559,4.835021272242539E-15
bio9,-62.08315503540039,5.362377208939506E-15
bio9,-61.973581033325196,6.000755448098951E-15
bio9,-61.86400703125,6.639133687258436E-15
bio9,-61.754433029174805,7.427392034742273E-15
bio9,-61.644859027099606,8.215650382226158E-15
bio9,-61.535285025024415,9.181544413650013E-15
bio9,-61.425711022949216,1.0147438445073931E-14
bio9,-61.316137020874024,1.1374234887284688E-14
bio9,-61.206563018798825,1.2601031329495527E-14
bio9,-61.09698901672363,1.4072076837123812E-14
bio9,-60.987415014648434,1.554312234475219E-14
bio9,-60.87784101257324,1.7380541450506767E-14
bio9,-60.76826701049804,1.921796055626146E-14
bio9,-60.65869300842285,2.146616218112733E-14
bio9,-60.54911900634765,2.3714363805993343E-14
bio9,-60.43954500427246,2.6489921367556143E-14
bio9,-60.32997100219726,2.926547892911913E-14
bio9,-60.22039700012207,3.267941472984137E-14
bio9,-60.11082299804687,3.609335053056384E-14
bio9,-60.00124899597168,4.027334021827742E-14
bio9,-59.89167499389648,4.4453329905991265E-14
bio9,-59.78210099182129,4.9588111394882457E-14
bio9,-59.67252698974609,5.4722892883773963E-14
bio9,-59.5629529876709,6.103451077876798E-14
bio9,-59.453378985595705,6.7346128673762E-14
bio9,-59.343804983520506,7.507328092515333E-14
bio9,-59.234230981445315,8.280043317654417E-14
bio9,-59.124656979370116,9.227063557659707E-14
bio9,-59.015082977294924,1.0174083797664934E-13
bio9,-58.905508975219725,1.1333156635373634E-13
bio9,-58.79593497314453,1.2492229473082262E-13
bio9,-58.686360971069334,1.390942916401632E-13
bio9,-58.57678696899414,1.5326628854950286E-13
bio9,-58.46721296691894,1.7059686996390212E-13
bio9,-58.35763896484375,1.8792745137830025E-13
bio9,-58.24806496276855,2.091049555730258E-13
bio9,-58.13849096069336,2.3028245976774995E-13
