variable,x,y
bio8,-76.54079971313476,0.0
bio8,-76.4177686126709,0.0
bio8,-76.29473751220702,0.0
bio8,-76.17170641174316,0.0
bio8,-76.0486753112793,0.0
bio8,-75.92564421081542,0.0
bio8,-75.80261311035156,0.0
bio8,-75.6795820098877,0.0
bio8,-75.55655090942382,0.0
bio8,-75.43351980895996,0.0
bio8,-75.3104887084961,0.0
bio8,-75.18745760803222,0.0
bio8,-75.06442650756836,0.0
bio8,-74.94139540710448,0.0
bio8,-74.81836430664062,0.0
bio8,-74.69533320617676,0.0
bio8,-74.57230210571288,0.0
bio8,-74.44927100524902,0.0
bio8,-74.32623990478515,0.0
bio8,-74.20320880432128,0.0
bio8,-74.08017770385742,0.0
bio8,-73.95714660339355,0.0
bio8,-73.83411550292968,0.0
bio8,-73.71108440246581,0.0
bio8,-73.58805330200195,0.0
bio8,-73.46502220153808,0.0
bio8,-73.34199110107421,0.0
bio8,-73.21896000061035,0.0
bio8,-73.09592890014648,0.0
bio8,-72.97289779968261,0.0
bio8,-72.84986669921875,0.0
bio8,-72.72683559875487,0.0
bio8,-72.60380449829101,0.0
bio8,-72.48077339782714,0.0
bio8,-72.35774229736327,0.0
bio8,-72.23471119689941,0.0
bio8,-72.11168009643553,0.0
bio8,-71.98864899597167,0.0
bio8,-71.86561789550781,0.0
bio8,-71.74258679504393,0.0
bio8,-71.61955569458007,0.0
bio8,-71.49652459411621,0.0
bio8,-71.37349349365233,0.0
bio8,-71.25046239318847,0.0
bio8,-71.12743129272461,0.0
bio8,-71.00440019226073,0.0
bio8,-70.88136909179687,0.0
bio8,-70.75833799133301,0.0
bio8,-70.63530689086913,0.0
bio8,-70.51227579040527,0.0
bio8,-70.3892446899414,0.0
bio8,-70.26621358947753,0.0
bio8,-70.14318248901367,0.0
bio8,-70.0201513885498,0.0
bio8,-69.89712028808593,0.0
bio8,-69.77408918762207,0.0
bio8,-69.6510580871582,0.0
bio8,-69.52802698669433,0.0
bio8,-69.40499588623047,0.0
bio8,-69.2819647857666,0.0
bio8,-69.15893368530273,0.0
bio8,-69.03590258483887,0.0
bio8,-68.91287148437499,0.0
bio8,-68.78984038391113,0.0
bio8,-68.66680928344726,0.0
bio8,-68.54377818298339,0.0
bio8,-68.42074708251953,0.0
bio8,-68.29771598205566,0.0
bio8,-68.17468488159179,0.0
bio8,-68.05165378112792,0.0
bio8,-67.92862268066406,0.0
bio8,-67.80559158020019,0.0
bio8,-67.68256047973632,0.0
bio8,-67.55952937927246,0.0
bio8,-67.43649827880859,0.0
bio8,-67.31346717834472,0.0
bio8,-67.19043607788086,0.0
bio8,-67.06740497741698,0.0
bio8,-66.94437387695312,0.0
bio8,-66.82134277648925,0.0
bio8,-66.69831167602538,0.0
bio8,-66.57528057556152,0.0
bio8,-66.45224947509764,0.0
bio8,-66.32921837463378,0.0
bio8,-66.20618727416992,0.0
bio8,-66.08315617370604,5.5511151231261035E-18
bio8,-65.96012507324218,1.1102230246251566E-17
bio8,-65.83709397277832,1.1102230246251566E-17
bio8,-65.71406287231444,1.1102230246251566E-17
bio8,-65.59103177185058,1.1102230246251566E-17
bio8,-65.46800067138672,1.1102230246251566E-17
bio8,-65.34496957092284,2.2204460492503773E-17
bio8,-65.22193847045898,3.3306690738754695E-17
bio8,-65.09890736999512,3.8857805861880156E-17
bio8,-64.97587626953124,4.4408920985006264E-17
bio8,-64.85284516906738,4.9960036108132046E-17
bio8,-64.72981406860352,5.551115123125783E-17
bio8,-64.60678296813964,6.106226635438392E-17
bio8,-64.48375186767578,6.661338147750939E-17
bio8,-64.36072076721192,6.661338147750939E-17
bio8,-64.23768966674804,6.661338147750939E-17
bio8,-64.11465856628418,8.881784197001189E-17
bio8,-63.99162746582031,1.1102230246251565E-16
bio8,-63.86859636535644,1.2212453270876753E-16
bio8,-63.745565264892576,1.3322676295501878E-16
bio8,-63.62253416442871,1.554312234475219E-16
bio8,-63.49950306396484,1.7763568394002506E-16
bio8,-63.376471963500975,1.9428902930940193E-16
bio8,-63.253440863037106,2.1094237467877973E-16
bio8,-63.13040976257324,2.498001805406613E-16
bio8,-63.007378662109375,2.886579864025407E-16
bio8,-62.884347561645505,3.164135620181696E-16
bio8,-62.761316461181636,3.4416913763379854E-16
bio8,-62.638285360717774,4.052314039881787E-16
bio8,-62.5152542602539,4.662936703425658E-16
